Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,FCF,FCF FQ-1,FCF FQ-2,FCF FQ-3,FCF FQ-4,FCF FQ-5,FCF FQ-6,FCF FQ-7,FCF FQ-8,FCF FQ-9,FCF FQ-10,FCF FQ-11,FCF FQ-12
1996,Redsun Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,142.5 M,2022,373.8 M,20.757 M,176.4 M,173.8 M,-146.9 M,-144.7 M,-35.615 M,-34.239 M,-150.5 M,-150.1 M,247.8 M,241.5 M,-186.5 M
1652,Fusen Pharmaceutical Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",117.9 M,2022,-14.328 M,-5.191 M,-2.374 M,-2.34 M,-2.492 M,-2.456 M,2.7 M,2.596 M,4.197 M,4.187 M,-424.895 K,-413.99 K,-2.294 M
1773,Tianli International Holdings Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,639.4 M,2022,-5.869 M,20.384 M,-24.76 M,-24.545 M,0 K,0 K,-61.036 M,-60.063 M,40.187 M,32.866 M,-1.998 M,-1.986 M,-23.753 M
89,Tai Sang Land Development Limited,Real Estate,Real Estate Management & Development,Real Estate,148.1 M,2022,21.097 M,6.117 M,4.471 M,4.478 M,4.675 M,4.669 M,4.978 M,4.98 M,4.752 M,4.751 M,5.237 M,5.207 M,5.477 M
2313,Shenzhou International Group Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,16.364 B,2022,103.6 M,-14.261 M,68.819 M,67.818 M,41.715 M,41.108 M,145.4 M,139.8 M,109.6 M,109.3 M,148.8 M,145 M,72.062 M
3988,Bank of China Limited,Financials,Banks,Banks,123.4 B,2022,-270.5 B,-29.636 B,-209.8 B,29.795 B,7.606 B,-31.338 B,-68.639 B,80.01 B,-56.237 B,-86.296 B,-76.428 B,2.506 B,-85.234 B
3900,Greentown China Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,3.277 B,2022,590.5 M,-684.5 M,994.3 M,979.8 M,-563.8 M,-555.5 M,304.7 M,292.9 M,-537.8 M,-536.5 M,-717.8 M,-699.4 M,91.589 M
3318,China Boton Group Company Limited,Materials,Chemicals,Materials,414.3 M,2022,-,NA,-781.917 K,-826.262 K,8.29 M,8.169 M,4.699 M,4.631 M,3.449 M,3.316 M,-4.743 M,-4.732 M,8.345 M
3918,NagaCorp Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.478 B,2022,178.3 M,31.467 M,57.698 M,57.698 M,-29.302 M,-29.302 M,-27.846 M,-27.846 M,-72.527 M,-72.527 M,98.171 M,98.171 M,89.052 M
3933,The United Laboratories International Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.22 B,2022,-,NA,25.464 M,26.908 M,42.796 M,42.173 M,40.033 M,39.45 M,40.694 M,39.122 M,35.793 M,35.707 M,52.251 M
546,Fufeng Group Limited,Materials,Chemicals,Materials,1.396 B,2022,388.2 M,63.229 M,141.5 M,139.5 M,33.976 M,33.481 M,-89.596 M,-86.135 M,27.368 M,27.302 M,-26.767 M,-26.08 M,-26.657 M
753,Air China Limited,Industrials,Airlines,Transportation,19.252 B,2022,-1.527 B,188.5 M,-1.439 B,-45.164 M,56.957 M,1.324 B,-277.3 M,-1.323 M,648.5 M,-494.9 M,-1.628 B,836.5 M,1.146 B
1057,Zhejiang Shibao Company Limited,Consumer Discretionary,Auto Components,Automobiles & Components,615.9 M,2022,4.863 M,-1.347 M,4.319 M,318.032 K,-10.217 M,-862.78 K,4.127 M,826.262 K,1.61 M,234.64 K,-906.463 K,-530.352 K,-4.805 M
752,Pico Far East Holdings Limited,Communication Services,Media,Media,230.3 M,2022,17.069 M,10.242 M,-1.708 M,-1.719 M,21.466 M,21.492 M,-6.561 M,-6.573 M,68.3 K,68.32 K,7.633 M,7.619 M,10.375 M
1888,Kingboard Laminates Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,3.804 B,2022,586.3 M,158.1 M,136.2 M,136.4 M,146.2 M,146.1 M,26.875 M,26.884 M,75.271 M,75.25 M,29.809 M,29.637 M,73.751 M
1051,G-Resources Group Limited,Financials,Diversified Financial Services,Diversified Financials,113.7 M,2022,259.9 M,6.197 M,123.8 M,123.8 M,-116.8 M,-116.8 M,24.213 M,24.213 M,-15.577 M,-15.577 M,13.363 M,13.363 M,6.389 M
998,China CITIC Bank Corporation Limited,Financials,Banks,Banks,24.163 B,2022,-51.48 B,-31.444 B,21.104 B,-16.719 B,-26.237 B,7.684 B,-2.141 B,-26.744 B,-13.741 B,-79.562 B,53.199 B,-43.786 B,82.779 B
658,"China High Speed Transmission Equipment Group Co., Ltd.",Industrials,Electrical Equipment,Capital Goods,631.2 M,2022,-463 M,-73.219 M,-171 M,-168.5 M,-34.31 M,-33.811 M,-16.854 M,-16.203 M,65.858 M,65.7 M,0 K,0 K,23.145 M
1813,KWG Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,661.9 M,2022,140.5 M,298.9 M,-224.2 M,-220.9 M,112.4 M,110.7 M,-132.2 M,-127.1 M,118.7 M,118.4 M,987.7 M,-61.519 M,-304.2 M
3377,Sino-Ocean Group Holding Limited,Real Estate,Real Estate Management & Development,Real Estate,898.8 M,2022,-1.677 B,-494.8 M,-390.2 M,-384.5 M,-251.6 M,-248 M,805 M,773.9 M,21.953 M,21.9 M,-294 M,-286.4 M,17.457 M
3800,GCL Technology Holdings Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,6.519 B,2022,-1.035 B,-233.9 M,-312.1 M,-307.6 M,-2.257 M,-2.224 M,-66.95 M,-64.363 M,25.739 M,25.678 M,-211.2 M,-205.8 M,102.7 M
777,NetDragon Websoft Holdings Limited,Communication Services,Entertainment,Media,1.153 B,2022,129.9 M,30.572 M,37.961 M,37.409 M,31 M,30.548 M,50.413 M,48.465 M,29.345 M,29.274 M,46.331 M,45.142 M,11.675 M
819,Tianneng Power International Limited,Consumer Discretionary,Auto Components,Automobiles & Components,1.374 B,2022,-,NA,-129.2 M,-136.5 M,246.3 M,242.8 M,-235.2 M,-231.7 M,-11.784 M,-11.328 M,78.76 M,78.571 M,24.438 M
691,China Shanshui Cement Group Limited,Materials,Construction Materials,Materials,793.2 M,2022,-20.316 M,-723.08 K,-9.688 M,-10.238 M,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,147.5 M
2020,ANTA Sports Products Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,39.063 B,2022,1.526 B,450.1 M,307.5 M,325 M,365.5 M,360.2 M,453.4 M,446.8 M,377.2 M,362.7 M,133.3 M,133 M,306.8 M
1099,Sinopharm Group Co. Ltd.,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,9.064 B,2022,887.1 M,262.3 M,-5.823 B,6.17 B,-530 M,1.031 B,-5.375 B,5.614 B,117.2 M,533 M,-4.511 B,4.817 B,-407.2 M
215,Hutchison Telecommunications Hong Kong Holdings Limited,Communication Services,Wireless Telecommunication Services,Telecommunication Services,767.4 M,2022,81.096 M,15.351 M,24.978 M,25.021 M,107.5 M,107.6 M,53.192 M,53.126 M,1.483 M,1.484 M,43.933 M,43.92 M,37.537 M
2238,"Guangzhou Automobile Group Co., Ltd.",Consumer Discretionary,Automobiles,Automobiles & Components,12.358 B,2022,-990 M,-549.5 M,-776.8 M,-21.84 M,-170 M,-567.7 M,-1.058 B,428.8 M,-356.9 M,-199.9 M,-1.191 B,867.8 M,-1.06 B
1618,Metallurgical Corporation of China Ltd.,Industrials,Construction & Engineering,Capital Goods,9.37 B,2022,2.088 B,2.074 B,-2.374 B,2.872 B,923.7 M,534.1 M,-2.07 B,3.93 B,-97.723 M,1.215 B,-1.312 B,3.691 B,-776.3 M
2377,"China Boqi Environmental (Holding) Co., Ltd.",Industrials,Commercial Services & Supplies,Commercial & Professional Services,120.4 M,2022,-,NA,-5.993 M,-6.333 M,-2.291 M,-2.257 M,-7.056 M,-6.954 M,7.15 M,6.874 M,-4.463 M,-4.452 M,2.558 M
1733,E-Commodities Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,496 M,2022,-,NA,17.658 M,17.689 M,180.4 M,180.7 M,-45.188 M,-45.133 M,16.985 M,16.99 M,144.2 M,144.1 M,12.863 M
1086,Goodbaby International Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,138.1 M,2022,-18.738 M,-14.748 M,5.388 M,5.396 M,-5.53 M,-5.523 M,34.413 M,34.424 M,17.833 M,17.828 M,13.353 M,13.276 M,12.074 M
1176,Zhuguang Holdings Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,708.8 M,2022,280.3 M,38.979 M,162 M,162.2 M,-16.159 M,-16.139 M,-53.997 M,-54.014 M,-34.543 M,-34.534 M,127.1 M,126.4 M,-213.5 M
993,Huarong International Financial Holdings Limited,Financials,Capital Markets,Diversified Financials,105.4 M,2022,306.4 M,72.907 M,80.947 M,81.07 M,9.818 M,9.806 M,31.899 M,31.909 M,32.711 M,32.702 M,389.4 M,92.3 M,462.9 M
1313,China Resources Cement Holdings Limited,Materials,Construction Materials,Materials,3.807 B,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
6868,Tenfu (Cayman) Holdings Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",643.7 M,2022,-,NA,17.202 M,18.177 M,-221.637 K,-218.413 K,16.633 M,16.391 M,12.971 M,12.47 M,6.575 M,6.559 M,9.231 M
686,"Beijing Energy International Holding Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,527.9 M,2022,-532.8 M,-114.7 M,-166.5 M,-164.1 M,19.901 M,19.611 M,72.459 M,69.66 M,13.163 M,13.131 M,87.464 M,85.219 M,-3.568 M
1393,Hidili Industry International Development Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,119.9 M,2022,41.87 M,15.774 M,6.334 M,6.241 M,458.952 K,452.27 K,9.474 M,9.108 M,4.184 M,4.174 M,4.614 M,4.495 M,5.629 M
1972,Swire Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,15.128 B,2022,598.3 M,100.5 M,202.6 M,202.9 M,-56.435 M,-56.521 M,370.5 M,370 M,237.3 M,237.4 M,108.3 M,108.2 M,184.8 M
1109,China Resources Land Limited,Real Estate,Real Estate Management & Development,Real Estate,32.158 B,2022,3.072 B,39.274 M,1.58 B,1.557 B,-1.18 B,-1.163 B,1.867 B,1.795 B,-349.6 M,-348.8 M,1.732 B,1.687 B,471.9 M
373,Allied Group Limited,Financials,Consumer Finance,Diversified Financials,774.4 M,2022,175.8 M,182.2 M,-94.606 M,-94.75 M,25.186 M,25.155 M,8.133 M,8.135 M,136.2 M,136.2 M,111.3 M,110.6 M,49.453 M
1788,Guotai Junan International Holdings Limited,Financials,Capital Markets,Diversified Financials,815.6 M,2022,1.42 B,-286 M,1.002 B,1.004 B,-630.5 M,-629.7 M,114.7 M,114.8 M,-1.089 B,-1.089 B,-81.278 M,-80.809 M,-163.1 M
560,Chu Kong Shipping Enterprises (Group) Company Limited,Industrials,Marine,Transportation,138.5 M,2022,-,NA,3.526 M,3.532 M,7.774 M,7.786 M,-335.831 K,-335.417 K,-4.405 M,-4.407 M,-5.577 M,-5.575 M,-2.934 M
1070,TCL Electronics Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,1.006 B,2022,-,NA,-9.524 M,-9.541 M,-53.402 M,-53.483 M,60.501 M,60.426 M,0 K,0 K,46.381 M,0 K,0 K
334,China Display Optoelectronics Technology Holdings Limited,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,109.5 M,2022,3.24 M,-6.083 M,7.777 M,7.664 M,20.328 M,20.032 M,13.837 M,13.303 M,68.652 M,68.487 M,-14.855 M,-14.474 M,-37.686 M
1848,China Aircraft Leasing Group Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,454.2 M,2022,-971.9 M,-156 M,-327.3 M,-327.9 M,-210.3 M,-210.6 M,-34.168 M,-34.126 M,-197.3 M,-197.4 M,-211.4 M,-211.4 M,-201.7 M
78,Regal Hotels International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,360.7 M,2022,39.124 M,1.104 M,18.579 M,18.607 M,-7.431 M,-7.422 M,39.213 M,39.226 M,31.075 M,31.067 M,10.247 M,10.188 M,40.555 M
323,Maanshan Iron & Steel Company Limited,Materials,Metals & Mining,Materials,2.964 B,2022,284.7 M,-170.1 M,534.615 K,343.8 M,-221.9 M,1.19 B,114.3 M,-284.3 M,-71.107 M,334.8 M,-604.9 M,499.1 M,-250.7 M
308,China Travel International Investment Hong Kong Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.121 B,2022,-209.8 M,-48.09 M,-57.25 M,-57.337 M,22.296 M,22.269 M,-20.67 M,-20.677 M,-43.42 M,-43.408 M,5.625 M,5.592 M,-9.474 M
107,Sichuan Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,1.279 B,2022,-188.5 M,-3.658 M,-37.028 M,-117.4 M,-104.2 M,-43.589 M,-53.515 M,-95.22 M,97.312 M,-40.092 M,-56.911 M,-39.756 M,6.23 M
1561,Pan Asia Data Holdings Inc.,Materials,Chemicals,Materials,125.2 M,2022,2.786 M,523.408 K,875.899 K,877.23 K,-3.603 M,-3.598 M,-208.449 K,0 K,-10.606 M,-10.604 M,15.066 M,14.978 M,-1.068 M
3969,China Railway Signal & Communication Corporation Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,6.758 B,2022,210 M,118.1 M,-20.152 M,-172.5 M,289 M,119.4 M,118.5 M,-224.8 M,502.3 M,2.714 M,-48.031 M,-240 M,375.6 M
1310,HKBN Ltd.,Communication Services,Diversified Telecommunication Services,Telecommunication Services,955.7 M,2022,171.5 M,51.825 M,34.072 M,34.147 M,64.795 M,64.933 M,49.897 M,49.931 M,63.683 M,63.673 M,41.876 M,41.697 M,38.772 M
71,"Miramar Hotel and Investment Company, Limited",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.037 B,2022,-,NA,15.403 M,15.43 M,16.825 M,16.85 M,17.474 M,17.452 M,18.066 M,18.072 M,-258.305 K,-258.234 K,31.695 M
2383,TOM Group Limited,Communication Services,Media,Media,327.5 M,2022,-,NA,-1.662 M,-1.665 M,3.214 M,3.219 M,-143.477 K,-143.3 K,3.112 M,3.113 M,-2.525 M,-2.525 M,-1.354 M
322,Tingyi (Cayman Islands) Holding Corp.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",10.206 B,2022,83.906 M,-29.655 M,73.82 M,72.746 M,117.2 M,115.5 M,116.1 M,111.6 M,346.1 M,345.3 M,236 M,230 M,200.7 M
576,"Zhejiang Expressway Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,3.441 B,2022,164.3 M,585.5 M,215.3 M,-53.603 M,117 M,140.3 M,94.478 M,99.916 M,-374.6 M,-149.2 M,317.1 M,-238.5 M,454.5 M
665,Haitong International Securities Group Limited,Financials,Capital Markets,Diversified Financials,558.4 M,2022,650.2 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,-14.716 M,-14.631 M
8,PCCW Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,3.883 B,2022,-,NA,201.2 M,201.6 M,0 K,0 K,227.3 M,0 K,263.1 M,458.8 M,360.2 M,360.1 M,120.3 M
8095,Beijing Beida Jade Bird Universal Sci-Tech Company Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,119.6 M,2022,14.791 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
563,Shanghai Industrial Urban Development Group Limited,Real Estate,Real Estate Management & Development,Real Estate,317.4 M,2022,-,NA,-214.2 M,-214.6 M,58.162 M,58.25 M,-151.8 M,-151.6 M,225 M,225.1 M,-16.374 M,-16.369 M,72.421 M
1198,Royale Home Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,662.1 M,2022,-92.342 M,-5.529 M,-40.914 M,-40.976 M,35.741 M,35.697 M,12.974 M,12.978 M,-5.108 M,-5.107 M,14.712 M,14.627 M,-5.938 M
1137,Hong Kong Technology Venture Company Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,530.5 M,2022,17.424 M,1.159 M,7.604 M,7.615 M,-1.445 M,-1.443 M,14.373 M,14.378 M,19.145 M,19.14 M,-11.769 M,-11.701 M,-8.251 M
165,China Everbright Limited,Financials,Capital Markets,Diversified Financials,1.239 B,2022,519.5 M,146.2 M,112.1 M,112.3 M,-48.758 M,-48.832 M,-177 M,-176.8 M,-111.1 M,-111.2 M,114.1 M,114.1 M,-92.424 M
1782,Vixtel Technologies Holdings Limited,Information Technology,IT Services,Software & Services,173.8 M,2022,-1.488 M,-1.223 M,494.65 K,487.455 K,-1.372 M,-1.352 M,1.469 M,1.413 M,-729.814 K,-728.062 K,1.653 M,1.611 M,-171.334 K
228,China Energy Development Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,124.7 M,2022,-10.818 M,NA,-2.533 M,-2.538 M,-2.866 M,-2.87 M,2.076 M,2.074 M,-24.494 M,-24.501 M,-2.333 M,-2.333 M,14.634 M
2314,Lee & Man Paper Manufacturing Limited,Materials,Paper & Forest Products,Materials,1.823 B,2022,-,NA,-72.109 M,-72.234 M,58.921 M,59.011 M,-92.189 M,-92.076 M,22.882 M,22.889 M,-18.845 M,-18.84 M,73.088 M
440,Dah Sing Financial Holdings Limited,Financials,Banks,Banks,792.2 M,2022,-502.6 M,86.604 M,-339.9 M,-340.4 M,72.681 M,72.591 M,-518.4 M,-518.5 M,-369.6 M,-369.5 M,133.7 M,133 M,42.645 M
316,Orient Overseas (International) Limited,Industrials,Marine,Transportation,12.661 B,2022,10.728 B,2.291 B,3.073 B,3.073 B,2.76 B,2.76 B,1.399 B,1.399 B,627.5 M,627.5 M,140.1 M,140.1 M,101.5 M
28,Tian An China Investments Company Limited,Real Estate,Real Estate Management & Development,Real Estate,747.1 M,2022,-,NA,17.667 M,17.697 M,63.864 M,63.961 M,-14.881 M,-14.863 M,14.334 M,14.339 M,-64.411 M,-64.393 M,-25.893 M
185,Zensun Enterprises Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,827.8 M,243.7 M,193.2 M,190.4 M,234 M,230.6 M,55.925 M,53.765 M,78.433 M,78.245 M,-47.984 M,-46.753 M,-11.134 M
251,S E A Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,145.7 M,2022,5.537 M,7.533 M,-4.781 M,-4.789 M,13.934 M,13.917 M,12.36 M,12.364 M,17.348 M,17.343 M,19.046 M,18.935 M,21.402 M
14,Hysan Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,2.865 B,2022,-,NA,78.247 M,78.384 M,76.508 M,76.624 M,82.621 M,82.52 M,69.784 M,69.806 M,61.802 M,61.785 M,103.1 M
611,China Nuclear Energy Technology Corporation Limited,Industrials,Construction & Engineering,Capital Goods,103.8 M,2022,-43.57 M,-30.24 M,0 K,0 K,7.293 M,0 K,-11.355 M,-11.359 M,-33.508 M,-33.499 M,-24.44 M,-24.299 M,-6.968 M
144,China Merchants Port Holdings Company Limited,Industrials,Transportation Infrastructure,Transportation,6.222 B,2022,863.8 M,197.9 M,235.9 M,236.2 M,210.8 M,210.5 M,186.5 M,186.6 M,73.608 M,73.588 M,165.2 M,164.3 M,67.72 M
293,Cathay Pacific Airways Limited,Industrials,Airlines,Transportation,6.011 B,2022,1.807 B,627.4 M,271.3 M,271.7 M,394.4 M,395 M,26.338 M,26.306 M,-641.1 M,-641.3 M,-630.2 M,-630 M,61.406 M
360,New Focus Auto Tech Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,100.9 M,2022,5.968 M,4.316 M,0 K,0 K,-1.459 M,0 K,2.599 M,2.498 M,2.184 M,2.179 M,984.575 K,959.308 K,180.509 K
525,Guangshen Railway Company Limited,Industrials,Road & Rail,Transportation,1.904 B,2022,-169.2 M,-93.285 M,-50.231 M,9.542 M,-20.85 M,71.856 M,-68.364 M,18.672 M,43.684 M,3.403 M,5.687 M,-32.567 M,29.501 M
2317,Vedan International (Holdings) Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",100.9 M,2022,-,NA,-21.999 M,-21.999 M,16.122 M,16.122 M,-9.383 M,-9.383 M,16.912 M,16.912 M,-11.914 M,-11.914 M,13.087 M
3336,Ju Teng International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,143.3 M,2022,-,NA,29.939 M,29.992 M,-32.37 M,-32.419 M,11.068 M,11.054 M,-22.029 M,-22.036 M,-21.142 M,-21.137 M,4.524 M
8279,AGTech Holdings Limited,Information Technology,IT Services,Software & Services,364.3 M,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
604,Shenzhen Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,1.451 B,2022,-3.398 B,-1.244 B,-460.5 M,-461.2 M,-32.098 M,-32.059 M,-530.9 M,-531.1 M,254.9 M,254.9 M,93.985 M,93.442 M,127.7 M
1398,Industrial and Commercial Bank of China Limited,Financials,Banks,Banks,200.5 B,2022,-88.494 B,246.9 B,-41 B,150.4 B,-153.7 B,82.395 B,-24.957 B,331.3 B,-68.142 B,-131.3 B,105.5 B,-54.471 B,-225.2 B
6878,Differ Group Auto Limited,Financials,Consumer Finance,Diversified Financials,156.1 M,2022,61.955 M,1.102 M,31.56 M,31.101 M,20.984 M,20.678 M,-19.327 M,-18.58 M,-13.354 M,-13.322 M,-442.416 K,-431.062 K,8.225 M
2722,"Chongqing Machinery & Electric Co., Ltd.",Industrials,Industrial Conglomerates,Capital Goods,291 M,2022,24.259 M,-3.429 M,16.127 M,17.041 M,32.673 M,32.198 M,-11.901 M,-11.727 M,21.023 M,20.211 M,-14.455 M,-14.42 M,15.008 M
3636,Poly Culture Group Corporation Limited,Communication Services,Entertainment,Media,121.4 M,2022,297.4 M,11.225 M,-59.34 M,288.1 M,-242.8 M,193.7 M,-125.7 M,46.075 M,-18.159 M,-26.359 M,-81.618 M,38.185 M,-93.234 M
880,SJM Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.483 B,2022,-,NA,-167.2 M,-167.5 M,-201.9 M,-202.2 M,-182.7 M,-182.5 M,-296.6 M,-296.7 M,-409.1 M,-408.9 M,-111.2 M
815,China Silver Group Limited,Materials,Metals & Mining,Materials,103.3 M,2022,61.39 M,5.387 M,26.988 M,26.595 M,-94.518 M,-93.142 M,14.113 M,13.567 M,12.693 M,12.663 M,-14.326 M,-13.959 M,14.588 M
579,"Beijing Jingneng Clean Energy Co., Limited",Utilities,Independent Power & Renewable Electricity Producers,Utilities,2.017 B,2022,-375.5 M,38.616 M,-364.4 M,-243.7 M,-141.5 M,144.4 M,-698.1 M,280.2 M,-369 M,88.655 M,24.838 M,24.201 M,-12.383 M
493,GOME Retail Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,625.5 M,2022,383.7 M,-8.331 M,210.6 M,207.5 M,-186.2 M,-183.5 M,-88.799 M,-85.369 M,113.7 M,113.4 M,126.5 M,123.3 M,0 K
688,China Overseas Land & Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,27.44 B,2022,-476.1 M,-1.664 B,1.481 B,1.46 B,342.6 M,337.7 M,293.5 M,282.2 M,499.3 M,498.1 M,1.201 B,1.17 B,-505.6 M
806,Value Partners Group Limited,Financials,Capital Markets,Diversified Financials,577.1 M,2022,-,NA,-3.617 M,-3.623 M,-5.368 M,-5.376 M,74.115 M,74.024 M,12.634 M,12.638 M,527.448 K,527.303 K,4.251 M
177,Jiangsu Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,5.377 B,2022,447.1 M,113.1 M,139.3 M,53.299 M,-114 M,218.1 M,-28.1 M,33.51 M,17.848 M,-81.236 M,-123.4 M,-150.5 M,71.564 M
3737,Zhongzhi Pharmaceutical Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",113.3 M,2022,-,NA,3.88 M,4.1 M,3.709 M,3.655 M,-4.229 M,-4.167 M,-1.936 M,-1.861 M,315.689 K,314.931 K,6.199 M
267,CITIC Limited,Industrials,Industrial Conglomerates,Capital Goods,33.575 B,2022,23.104 B,616.2 M,11.007 B,11.024 B,-15.251 B,-15.232 B,6.885 B,6.888 B,4.231 B,4.23 B,8.707 B,8.656 B,305.1 M
710,BOE Varitronix Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,1.432 B,2022,-,NA,801.653 K,803.048 K,26.032 M,26.071 M,778.303 K,777.344 K,15.438 M,15.443 M,-2.746 M,-2.746 M,16.139 M
1381,Canvest Environmental Protection Group Company Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,1.181 B,2022,-,NA,-60.104 M,-60.208 M,-52.031 M,-52.11 M,-106.5 M,-106.4 M,-73.17 M,-73.193 M,-45.216 M,-45.203 M,-12.058 M
82,Crazy Sports Group Limited,Communication Services,Interactive Media & Services,Media,126.3 M,2022,6.602 M,-1.9 M,5.231 M,5.239 M,222.105 K,221.832 K,0 K,0 K,1.204 M,0 K,2.175 M,2.352 M,785.507 K
610,Wai Kee Holdings Limited,Industrials,Construction & Engineering,Capital Goods,171.8 M,2022,-,NA,38.897 M,38.965 M,-41.329 M,-41.392 M,-7.805 M,-7.795 M,-14.767 M,-14.771 M,3.072 M,3.072 M,-10.497 M
102,Summit Ascent Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,106.9 M,2022,2.718 M,1.518 M,-157.313 K,-157.552 K,301.893 K,301.521 K,-2.195 M,-2.196 M,-2.578 M,-1.029 M,4.032 M,4.009 M,4.167 M
99,Wong's International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,114 M,2022,-,NA,-3.019 M,-3.024 M,-5.634 M,-5.643 M,-380.587 K,-380.118 K,1.474 M,1.475 M,-484.806 K,-484.672 K,11.469 M
