Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,EBITDA,EBITDA FQ-1,EBITDA FQ-2,EBITDA FQ-3,EBITDA FQ-4,EBITDA FQ-5,EBITDA FQ-6,EBITDA FQ-7,EBITDA FQ-8,EBITDA FQ-9,EBITDA FQ-10,EBITDA FQ-11,EBITDA FQ-12
1358,PW Medtech Group Limited,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,111.7 M,2022,18.577 M,6.392 M,3.416 M,3.366 M,2.9 M,2.857 M,689.742 K,663.098 K,-429.057 K,-428.027 K,2.604 M,2.537 M,2.404 M
98,Xingfa Aluminium Holdings Limited,Materials,Metals & Mining,Materials,389.6 M,2022,155.6 M,32.752 M,45.314 M,47.884 M,64.771 M,63.829 M,49.113 M,48.398 M,62.485 M,60.072 M,35.183 M,35.099 M,47.799 M
863,BC Technology Group Limited,Financials,Capital Markets,Diversified Financials,145.2 M,2022,-65.364 M,-21.055 M,-11.74 M,-11.757 M,-8.365 M,-8.354 M,-13.019 M,-9.742 M,-4.577 M,-4.575 M,-5.599 M,-5.144 M,-7.618 M
887,Emperor Watch & Jewellery Limited,Consumer Discretionary,Specialty Retail,Retailing,150.3 M,2022,54.367 M,16.214 M,10.574 M,10.593 M,11.035 M,11.052 M,14.947 M,14.929 M,14.169 M,14.174 M,-292.303 K,-292.222 K,5.814 M
2722,"Chongqing Machinery & Electric Co., Ltd.",Industrials,Industrial Conglomerates,Capital Goods,291 M,2022,73.168 M,27.954 M,7.976 M,8.428 M,6.127 M,6.038 M,13.233 M,13.04 M,15.528 M,14.928 M,11.201 M,11.174 M,12.861 M
338,Sinopec Shanghai Petrochemical Company Limited,Materials,Chemicals,Materials,3.778 B,2022,-208.2 M,-177.6 M,-83.704 M,106.4 M,126.6 M,189.3 M,-11.415 M,230.6 M,205.8 M,230.3 M,-107.8 M,-184.6 M,88.66 M
836,China Resources Power Holdings Company Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,10.332 B,2022,3.933 B,1.067 B,889.2 M,890.8 M,362.7 M,363.3 M,949 M,947.8 M,940.3 M,940.6 M,819.4 M,819.2 M,834.6 M
289,Wing On Company International Limited,Consumer Discretionary,Multiline Retail,Retailing,511.4 M,2022,44.316 M,10.744 M,7.586 M,7.598 M,13.543 M,13.526 M,17.998 M,18.004 M,7.128 M,7.126 M,14.562 M,14.478 M,16.871 M
41,Great Eagle Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.524 B,2022,389.9 M,106.4 M,93.423 M,93.585 M,92.549 M,92.69 M,80.952 M,80.852 M,171.8 M,171.8 M,48.216 M,48.202 M,102.7 M
93,Termbray Industries International (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,180.1 M,2022,5.452 M,1.756 M,985.627 K,660.498 K,158.193 K,158.183 K,13.479 K,13.411 K,-24.752 K,-24.835 K,60.064 K,60.213 K,432.909 K
581,China Oriental Group Company Limited,Materials,Metals & Mining,Materials,678.1 M,2022,528.7 M,136.4 M,143.2 M,141.1 M,179.4 M,176.8 M,90.941 M,87.428 M,96.81 M,96.577 M,149.4 M,145.6 M,182.7 M
697,Shoucheng Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.765 B,2022,177.8 M,56.833 M,30.862 M,30.915 M,-394.212 K,-394.811 K,12.587 M,12.571 M,2.089 M,2.09 M,-2.774 M,-2.774 M,-
598,Sinotrans Limited,Industrials,Air Freight & Logistics,Transportation,3.459 B,2022,579.5 M,158.8 M,185 M,113.6 M,167.2 M,190.3 M,146.1 M,100.6 M,153.8 M,203.7 M,74.271 M,63.759 M,112.7 M
2362,Jinchuan Group International Resources Co. Ltd,Materials,Metals & Mining,Materials,971.5 M,2022,-,-,73.271 M,73.271 M,-,-,81.109 M,81.109 M,51.461 M,51.461 M,20.498 M,20.498 M,21.605 M
991,"Datang International Power Generation Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,5.993 B,2022,1.041 B,828.6 M,794.9 M,-954.3 M,236.1 M,1.01 B,979.6 M,886.1 M,1.109 B,1.024 B,890.9 M,943.8 M,894.6 M
728,China Telecom Corporation Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,72.744 B,2022,17.421 B,3.46 B,4.41 B,5.104 B,960.7 M,5.106 B,4.709 B,4.198 B,3.93 B,3.593 B,4.545 B,3.769 B,2.889 B
551,Yue Yuen Industrial (Holdings) Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,2.264 B,2022,676.8 M,193.6 M,151.3 M,179.4 M,70.552 M,-55.678 M,189.2 M,201.9 M,192.9 M,30.412 M,96.19 M,31.718 M,211.9 M
950,Lee's Pharmaceutical Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",111.8 M,2022,-258 M,7.526 M,8.023 M,-284.4 M,4.926 M,-54.385 M,9.476 M,6.352 M,5.009 M,11.81 M,8.719 M,18.387 M,7.343 M
101,Hang Lung Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,8.712 B,2022,859 M,208.2 M,221.4 M,221.7 M,222.1 M,222.5 M,220.3 M,220 M,206 M,206.1 M,178.3 M,178.3 M,192.2 M
142,First Pacific Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.295 B,2022,1.981 B,540.6 M,449.6 M,449.6 M,445.9 M,445.9 M,410.1 M,410.1 M,368.1 M,368.1 M,253.4 M,379.8 M,432.7 M
838,EVA Precision Industrial Holdings Limited,Industrials,Machinery,Capital Goods,221.8 M,2022,61.23 M,15.304 M,15.299 M,15.322 M,13.05 M,13.034 M,11.631 M,11.635 M,4.948 M,4.946 M,10.303 M,10.243 M,11.42 M
1122,"Qingling Motors Co., Ltd.",Consumer Discretionary,Automobiles,Automobiles & Components,306.7 M,2022,-35.077 M,-5.568 M,-12.936 M,-12.747 M,4.085 M,4.025 M,3.456 M,3.322 M,1.091 M,1.088 M,7.994 M,7.789 M,12.052 M
347,Angang Steel Company Limited,Materials,Metals & Mining,Materials,3.442 B,2022,450 M,170.2 M,466.1 M,74.666 M,578.9 M,884.1 M,476.7 M,266.7 M,307.7 M,198.9 M,208 M,131.2 M,202.9 M
1098,Road King Infrastructure Limited,Real Estate,Real Estate Management & Development,Real Estate,304.5 M,2022,170.4 M,8.466 M,75.917 M,76.049 M,195.9 M,196.2 M,33.122 M,33.081 M,191.9 M,191.9 M,117.5 M,117.5 M,256.1 M
2038,FIH Mobile Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,877.9 M,2022,28.581 M,-7.237 M,17.059 M,17.059 M,61.095 M,61.095 M,-5.734 M,-5.734 M,5.49 M,5.49 M,-46.839 M,-46.839 M,-
123,Yuexiu Property Company Limited,Real Estate,Real Estate Management & Development,Real Estate,4.615 B,2022,1.621 B,412.2 M,402.9 M,425.7 M,303.8 M,299.4 M,423.7 M,417.5 M,270.4 M,260 M,400.3 M,399.4 M,383.9 M
3989,Capital Environment Holdings Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,264.1 M,2022,189.2 M,42.676 M,47.051 M,49.719 M,81.972 M,80.779 M,59.841 M,58.97 M,74.327 M,71.456 M,47.816 M,47.701 M,44.982 M
560,Chu Kong Shipping Enterprises (Group) Company Limited,Industrials,Marine,Transportation,138.5 M,2022,31.182 M,-,10.619 M,10.637 M,5.76 M,5.769 M,7.507 M,7.498 M,1.108 M,1.108 M,5.741 M,5.739 M,5.542 M
6136,Kangda International Environmental Company Limited,Utilities,Water Utilities,Utilities,136.3 M,2022,165.1 M,45.242 M,41.907 M,41.297 M,43.176 M,42.548 M,44.268 M,42.558 M,39.781 M,39.686 M,31.788 M,30.972 M,36.227 M
267,CITIC Limited,Industrials,Industrial Conglomerates,Capital Goods,33.575 B,2022,46.786 B,11.871 B,11.617 B,11.635 B,10.553 B,10.54 B,9.4 B,9.403 B,8.759 B,8.756 B,8.127 B,8.081 B,9.144 B
177,Jiangsu Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,5.377 B,2022,839.2 M,156 M,258.3 M,147 M,293.9 M,270.1 M,280.1 M,163 M,299.5 M,134.7 M,76.536 M,188.4 M,256.6 M
1561,Pan Asia Data Holdings Inc.,Materials,Chemicals,Materials,125.2 M,2022,-18.355 M,-3.224 M,-5.997 M,-6.006 M,-2.085 M,-2.083 M,-3.087 M,-3.088 M,1.397 M,1.397 M,5.918 M,5.884 M,-1.849 M
710,BOE Varitronix Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,1.432 B,2022,93.434 M,27.718 M,20.316 M,20.352 M,18.801 M,18.83 M,10.475 M,10.462 M,8.129 M,8.131 M,4.65 M,4.648 M,2.389 M
1432,China Shengmu Organic Milk Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",324.6 M,2022,142.1 M,37.517 M,36.967 M,36.429 M,40.308 M,39.721 M,40.666 M,39.095 M,32.595 M,32.516 M,31.642 M,30.83 M,34.12 M
232,Continental Aerospace Technologies Holding Limited,Industrials,Aerospace & Defense,Capital Goods,115 M,2022,11.648 M,6.676 M,-846.014 K,-847.3 K,5.286 M,5.279 M,-12.892 M,-12.896 M,2.777 M,2.776 M,352.074 K,350.039 K,4.498 M
1208,MMG Limited,Materials,Metals & Mining,Materials,2.432 B,2022,1.52 B,435.7 M,324.1 M,324.1 M,559.3 M,559.3 M,739.3 M,739.3 M,466.5 M,466.5 M,191.6 M,191.6 M,377.4 M
1848,China Aircraft Leasing Group Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,454.2 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
610,Wai Kee Holdings Limited,Industrials,Construction & Engineering,Capital Goods,171.8 M,2022,76.983 M,24.498 M,26.548 M,26.594 M,15.473 M,15.496 M,17.142 M,17.121 M,7.547 M,7.55 M,15.043 M,15.039 M,10.924 M
1381,Canvest Environmental Protection Group Company Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,1.181 B,2022,358.4 M,94.154 M,94.782 M,94.947 M,84.933 M,85.062 M,73.387 M,73.297 M,65.217 M,65.238 M,53.549 M,53.535 M,49.113 M
31,China Aerospace International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,169 M,2022,43.4 M,8.283 M,15.675 M,15.702 M,14.41 M,14.432 M,19.543 M,19.519 M,-,-,16.974 M,16.969 M,20.812 M
3633,Zhongyu Energy Holdings Limited,Utilities,Gas Utilities,Utilities,1.892 B,2022,232.5 M,66.704 M,49.996 M,50.072 M,69.332 M,69.246 M,32.024 M,32.034 M,75.934 M,75.913 M,37.708 M,37.49 M,64.97 M
2383,TOM Group Limited,Communication Services,Media,Media,327.5 M,2022,17.408 M,4.053 M,4.004 M,4.011 M,5.782 M,5.791 M,3.465 M,3.46 M,5.255 M,5.257 M,2.573 M,2.572 M,4.671 M
576,"Zhejiang Expressway Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,3.441 B,2022,1.301 B,182.5 M,396.2 M,347 M,386.5 M,381.1 M,357.3 M,411.5 M,380.1 M,176.6 M,47.453 M,227.2 M,272.4 M
665,Haitong International Securities Group Limited,Financials,Capital Markets,Diversified Financials,558.4 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
618,Peking University Resources (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,132.6 M,2022,-568.5 M,-,-,-,-,-,-12.798 M,-12.611 M,-52.876 M,-50.833 M,-8.281 M,-8.261 M,-7.056 M
386,China Petroleum & Chemical Corporation,Energy,"Oil, Gas & Consumable Fuels",Energy,81.692 B,2022,29.569 B,7.159 B,9.408 B,8.405 B,8.501 B,8.873 B,8.494 B,4.566 B,7.802 B,4.405 B,-180.2 M,4.12 B,6.379 B
66,MTR Corporation Limited,Industrials,Road & Rail,Transportation,29.866 B,2022,2.371 B,394.5 M,813.1 M,814.5 M,718.4 M,719.5 M,474.9 M,474.3 M,88.294 M,88.322 M,626.3 M,626.1 M,662.5 M
1083,Towngas Smart Energy Company Limited,Utilities,Gas Utilities,Utilities,1.407 B,2022,309.6 M,71.36 M,87.167 M,87.319 M,95.455 M,95.6 M,91.556 M,91.443 M,93.941 M,93.971 M,69.226 M,69.207 M,76.928 M
898,Multifield International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,105.4 M,2022,12.964 M,7.278 M,-788.553 K,-789.751 K,8.881 M,8.87 M,9.912 M,9.915 M,-10.734 M,-10.731 M,4.403 M,4.377 M,9.98 M
603,China Oil And Gas Group Limited,Utilities,Gas Utilities,Utilities,165.3 M,2022,229.6 M,65.985 M,83.344 M,117.6 M,92.189 M,92.076 M,40.431 M,23.341 M,54.03 M,54.015 M,48.194 M,45.917 M,53.775 M
2698,Weiqiao Textile Company Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,176.5 M,2022,-135.2 M,-39.467 M,-27.696 M,-29.267 M,35 M,34.491 M,77.528 M,76.399 M,54.126 M,52.035 M,46.289 M,46.178 M,42.949 M
2333,Great Wall Motor Company Limited,Consumer Discretionary,Automobiles,Automobiles & Components,23.834 B,2022,1.919 B,608.4 M,252.9 M,438.9 M,145.7 M,430.3 M,370.3 M,390 M,390.7 M,512.7 M,342.8 M,78.438 M,315.6 M
3311,China State Construction International Holdings Limited,Industrials,Construction & Engineering,Capital Goods,5.936 B,2022,1.61 B,400.1 M,405.4 M,406.1 M,308.3 M,308.7 M,343.2 M,342.8 M,213.5 M,213.6 M,288.3 M,288.2 M,269.2 M
438,IRICO Group New Energy Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,197.2 M,2022,33.478 M,13.28 M,5.895 M,5.81 M,26.444 M,26.059 M,26.139 M,25.129 M,10.383 M,10.358 M,12.023 M,11.714 M,10.659 M
538,Ajisen (China) Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,116.8 M,2022,3.12 M,-2.591 M,4.23 M,4.168 M,8.427 M,8.304 M,12.711 M,12.22 M,-3.61 M,-3.602 M,9.55 M,9.305 M,10.062 M
1193,China Resources Gas Group Limited,Utilities,Gas Utilities,Utilities,8.446 B,2022,1.381 B,355 M,355.4 M,355.9 M,380 M,379.5 M,324.5 M,324.6 M,259.9 M,259.8 M,238.2 M,236.9 M,308.1 M
165,China Everbright Limited,Financials,Capital Markets,Diversified Financials,1.239 B,2022,-794.4 M,-222.2 M,-169.6 M,-169.9 M,132.7 M,133.4 M,119.5 M,119.4 M,187.3 M,187.9 M,58.86 M,58.844 M,52.955 M
1782,Vixtel Technologies Holdings Limited,Information Technology,IT Services,Software & Services,173.8 M,2022,-1.352 M,-471.17 K,-165.146 K,-162.743 K,131.483 K,129.569 K,-147.14 K,-141.456 K,-28.873 K,-28.803 K,259.446 K,252.788 K,162.669 K
228,China Energy Development Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,124.7 M,2022,27.159 M,6.134 M,7.565 M,7.578 M,5.241 M,5.249 M,8.982 M,8.971 M,2.996 M,2.997 M,368.104 K,368.003 K,1.171 M
2314,Lee & Man Paper Manufacturing Limited,Materials,Paper & Forest Products,Materials,1.823 B,2022,102.9 M,12.157 M,47.493 M,47.576 M,70.908 M,71.016 M,137.5 M,137.3 M,169.6 M,169.7 M,92.416 M,92.391 M,111.5 M
440,Dah Sing Financial Holdings Limited,Financials,Banks,Banks,792.2 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
316,Orient Overseas (International) Limited,Industrials,Marine,Transportation,12.661 B,2022,10.419 B,2.258 B,2.952 B,2.952 B,2.303 B,2.303 B,1.491 B,1.491 B,438.2 M,438.2 M,145.2 M,145.2 M,82.364 M
28,Tian An China Investments Company Limited,Real Estate,Real Estate Management & Development,Real Estate,747.1 M,2022,227.2 M,89.582 M,23.266 M,23.307 M,55.019 M,55.103 M,6.865 M,6.857 M,19.331 M,19.337 M,15.292 M,15.288 M,20.845 M
185,Zensun Enterprises Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,125.3 M,31.893 M,34.237 M,33.739 M,13.626 M,13.428 M,55.542 M,53.396 M,34.486 M,34.403 M,137.9 M,134.4 M,2.913 M
251,S E A Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,145.7 M,2022,31.315 M,5.616 M,10.116 M,10.131 M,12.301 M,12.286 M,14.216 M,14.221 M,15.457 M,15.453 M,17.459 M,17.359 M,20.826 M
14,Hysan Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,2.865 B,2022,358.8 M,81.405 M,97.236 M,97.405 M,96.068 M,96.214 M,106.2 M,106.1 M,93.518 M,93.548 M,113.7 M,113.7 M,98.173 M
611,China Nuclear Energy Technology Corporation Limited,Industrials,Construction & Engineering,Capital Goods,103.8 M,2022,50.561 M,12.487 M,-,-,11.562 M,11.547 M,5.739 M,6.243 M,6.661 M,6.66 M,8.699 M,8.648 M,6.937 M
144,China Merchants Port Holdings Company Limited,Industrials,Transportation Infrastructure,Transportation,6.222 B,2022,776.6 M,212.9 M,176.9 M,177.1 M,182.5 M,182.3 M,135.4 M,135.4 M,118 M,118 M,112.1 M,111.4 M,132 M
293,Cathay Pacific Airways Limited,Industrials,Airlines,Transportation,6.011 B,2022,1.401 B,541.7 M,155 M,155.2 M,458.3 M,459 M,-49.071 M,-49.01 M,-93.325 M,-93.354 M,-123 M,-122.9 M,294.8 M
360,New Focus Auto Tech Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,100.9 M,2022,-6.113 M,-485.916 K,-,-,-321.429 K,-316.749 K,1.445 M,-48.674 K,-27.238 M,-27.173 M,-8.183 M,-7.973 M,-401.576 K
525,Guangshen Railway Company Limited,Industrials,Road & Rail,Transportation,1.904 B,2022,-58.911 M,-2.781 M,-9.557 M,-84.551 M,7.919 M,91.44 M,49.048 M,373.506 K,-31.226 M,16.21 M,-5.663 M,45.865 M,82.981 M
2317,Vedan International (Holdings) Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",100.9 M,2022,15.05 M,2.464 M,5.027 M,5.027 M,4.891 M,4.891 M,11.153 M,11.153 M,13.366 M,13.366 M,8.914 M,8.914 M,9.632 M
3336,Ju Teng International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,143.3 M,2022,84.234 M,6.195 M,35.518 M,35.579 M,42.146 M,42.21 M,39.888 M,39.839 M,51.958 M,51.975 M,45.157 M,45.144 M,50.619 M
8279,AGTech Holdings Limited,Information Technology,IT Services,Software & Services,364.3 M,2022,-12.919 M,-5.488 M,-5.609 M,-1.5 M,-1.907 M,-1.199 M,-767.871 K,-5.526 M,-2.248 M,-2.339 M,-3.59 M,-9.197 M,-3.01 M
604,Shenzhen Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,1.451 B,2022,1.329 B,414.8 M,245.1 M,245.4 M,433 M,432.5 M,394.1 M,394.2 M,72.297 M,72.277 M,228.5 M,227.2 M,65.194 M
1398,Industrial and Commercial Bank of China Limited,Financials,Banks,Banks,200.5 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
6878,Differ Group Auto Limited,Financials,Consumer Finance,Diversified Financials,156.1 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2722,"Chongqing Machinery & Electric Co., Ltd.",Industrials,Industrial Conglomerates,Capital Goods,291 M,2022,73.168 M,27.954 M,7.976 M,8.428 M,6.127 M,6.038 M,13.233 M,13.04 M,15.528 M,14.928 M,11.201 M,11.174 M,12.861 M
3636,Poly Culture Group Corporation Limited,Communication Services,Entertainment,Media,121.4 M,2022,-3.72 M,-5.482 M,-2.279 M,387.786 K,6.989 M,23.836 M,-2.122 M,21.389 M,-4.223 M,563.231 K,-20.591 M,21.091 M,5.773 M
880,SJM Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.483 B,2022,-592.9 M,-155.3 M,-103.6 M,-103.8 M,-115.9 M,-116 M,-84.038 M,-83.935 M,-93.286 M,-93.316 M,-79.659 M,-79.637 M,130.8 M
815,China Silver Group Limited,Materials,Metals & Mining,Materials,103.3 M,2022,-6.266 M,-1.637 M,187.8 M,185.1 M,4.822 M,4.752 M,11.616 M,11.167 M,11.711 M,11.683 M,18.285 M,17.816 M,9.203 M
579,"Beijing Jingneng Clean Energy Co., Limited",Utilities,Independent Power & Renewable Electricity Producers,Utilities,2.017 B,2022,1.222 B,412.1 M,327 M,226 M,240.5 M,367.9 M,266.9 M,185.7 M,180.2 M,305.3 M,188 M,183.2 M,178.7 M
493,GOME Retail Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,625.5 M,2022,-666.4 M,-166.6 M,-187.1 M,-184.4 M,-110.4 M,-108.8 M,-81.779 M,-78.62 M,-146.1 M,-145.7 M,-72.055 M,-70.206 M,15.498 M
688,China Overseas Land & Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,27.44 B,2022,6.483 B,1.615 B,1.654 B,1.63 B,2.128 B,2.097 B,1.924 B,1.849 B,1.848 B,1.843 B,1.689 B,1.646 B,1.961 B
806,Value Partners Group Limited,Financials,Capital Markets,Diversified Financials,577.1 M,2022,-6.989 M,-1.079 M,-2.428 M,-2.432 M,10.976 M,10.992 M,13.087 M,13.071 M,77.437 M,77.462 M,8.062 M,8.06 M,12.032 M
177,Jiangsu Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,5.377 B,2022,839.2 M,156 M,258.3 M,147 M,293.9 M,270.1 M,280.1 M,163 M,299.5 M,134.7 M,76.536 M,188.4 M,256.6 M
3737,Zhongzhi Pharmaceutical Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",113.3 M,2022,21.202 M,2.883 M,8.311 M,8.782 M,2.019 M,1.99 M,7.483 M,7.374 M,7.627 M,7.332 M,7.368 M,7.351 M,5.855 M
267,CITIC Limited,Industrials,Industrial Conglomerates,Capital Goods,33.575 B,2022,46.786 B,11.871 B,11.617 B,11.635 B,10.553 B,10.54 B,9.4 B,9.403 B,8.759 B,8.756 B,8.127 B,8.081 B,9.144 B
710,BOE Varitronix Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,1.432 B,2022,93.434 M,27.718 M,20.316 M,20.352 M,18.801 M,18.83 M,10.475 M,10.462 M,8.129 M,8.131 M,4.65 M,4.648 M,2.389 M
1381,Canvest Environmental Protection Group Company Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,1.181 B,2022,358.4 M,94.154 M,94.782 M,94.947 M,84.933 M,85.062 M,73.387 M,73.297 M,65.217 M,65.238 M,53.549 M,53.535 M,49.113 M
82,Crazy Sports Group Limited,Communication Services,Interactive Media & Services,Media,126.3 M,2022,5.127 M,1.888 M,2.024 M,2.027 M,2.165 M,2.162 M,1.088 M,1.088 M,1.61 M,1.61 M,5.624 M,-4.384 M,-201.049 K
610,Wai Kee Holdings Limited,Industrials,Construction & Engineering,Capital Goods,171.8 M,2022,76.983 M,24.498 M,26.548 M,26.594 M,15.473 M,15.496 M,17.142 M,17.121 M,7.547 M,7.55 M,15.043 M,15.039 M,10.924 M
102,Summit Ascent Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,106.9 M,2022,3.265 M,903.134 K,735.645 K,736.763 K,554.587 K,553.904 K,13.415 K,13.419 K,-5.78 M,1.804 M,7.014 M,6.973 M,6.014 M
99,Wong's International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,114 M,2022,47.893 M,-,5.328 M,5.337 M,5.959 M,5.968 M,6.246 M,6.239 M,7.15 M,7.152 M,6.318 M,6.316 M,8.898 M
1205,CITIC Resources Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,430.4 M,2022,249.3 M,73.227 M,51.869 M,51.948 M,28.239 M,28.204 M,10.502 M,10.506 M,-1.097 M,-1.097 M,7.571 M,7.527 M,11.849 M
31,China Aerospace International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,169 M,2022,43.4 M,8.283 M,15.675 M,15.702 M,14.41 M,14.432 M,19.543 M,19.519 M,-,-,16.974 M,16.969 M,20.812 M
6865,"Flat Glass Group Co., Ltd.",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,8.35 B,2022,388.7 M,138.7 M,103.4 M,86.676 M,92.574 M,93.186 M,160.4 M,165.5 M,80.72 M,46.077 M,54.443 M,52.1 M,53.107 M
1543,"Guangdong Join-Share Financing Guarantee Investment Co., Ltd.",Financials,Consumer Finance,Diversified Financials,355.9 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
207,Joy City Property Limited,Real Estate,Real Estate Management & Development,Real Estate,589.2 M,2022,732.8 M,268.7 M,118.2 M,116.5 M,136.2 M,134.2 M,197.6 M,190 M,108 M,107.8 M,92.221 M,89.854 M,215.6 M
1548,Genscript Biotech Corporation,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",4.982 B,2022,-329.5 M,-71.952 M,-93.394 M,-93.394 M,-66.058 M,-66.058 M,-51.323 M,-51.323 M,-36.031 M,-36.031 M,-39.799 M,-39.799 M,-16.382 M
2302,CNNC International Limited,Industrials,Trading Companies & Distributors,Capital Goods,115.9 M,2022,992.238 K,272.491 K,243.761 K,207.65 K,-625.038 K,-624.268 K,-2.686 M,-2.687 M,176.633 K,176.585 K,124.031 K,123.314 K,390.321 K
978,China Merchants Land Limited,Real Estate,Real Estate Management & Development,Real Estate,324.9 M,2022,448.6 M,101.2 M,124 M,131.1 M,214.1 M,211 M,89.313 M,88.013 M,254.1 M,244.3 M,51.138 M,51.015 M,357.6 M
